TID	NAME	UseNormalAttack	HateRace	HateRacePercent	HateClass	HateClassPercent	HateAction	HateActionPercent	FellowWorkerTID	FellowWorkerName	FellowWorkerRange	FellowWorkerAcceptCount	FellowWorkerRefreshTime	FollowerTID	FollowerName	FollowerNUM	Max_CumulativeFollower	Min_UpkeepFollower	FollowerRoyalty	Skill1	Skill2	Skill3	Skill4	Skill5	Item1	Item2	Item3	Item4	Item5	Guard	PreemptiveType	PreemptiveCondition1	PreemptiveCondition2	PreemptiveCondition3	PreemptiveRange	Immunity	ImmunPercent	Attribute	SummonTID	SummonMaxCount
12273	블러드 샤크 나이트	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	실드 어택	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				7												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12283	메탈리안 마울 나이트	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	리니어 블로우	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				57												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12293	타워 나이트	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	실드 어택	<MOB>불정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				7	196											LV								
																				5	3											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				0	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12303	콜로서스	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	블레이드 스팅	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				223												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12313	브리드 코어 나이트	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	브리드 엑스	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				226												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12323	모멘트 캡 나이트	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	스턴 스매셔	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				224												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12333	디바이드 나이트 로드	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	드래곤 디바이드	<MOB>땅정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				75	195											LV								
																				5	1											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				0	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12343	스틸 버서커	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	듀얼 슬래시	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				1												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12353	워 프레스 버서커	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	리니어 블로우	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
																				57												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12363	마이트 버서커	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	트리플 슬래시	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	25	null	null	null	null	null
